Sr. No.,Reference No.,MSN,Telco,Sim No,Sim Id,PROJECT
243,41267350158302,3298041077,Ufone,03310321027,8941003415451706335,COSMOS
244,41267350159183,3298045396,Ufone,03313478297,89410034154517108718,COSMOS
245,41267340001073,3798024548,Zong,03184193611,8992042403180380558F,COSMOS
246,41267340001485,3798024368,Zong,03184193610,8992042403180380541F,COSMOS
247,41267340046772,3798024301,Zong,03184193616,8992042403180380582F,COSMOS
248,43262510226363,3298041309,Telenor,03482068495,89410062205720941934,COSMOS
249,43262510009013,3298041256,Telenor,03482068301,89410062205720941900,COSMOS
250,19262510164272,3298041265,Telenor,03482068409,89410062205720941918,COSMOS
251,43262530143655,3298043317,Telenor,03482027698,89410062205720916696,COSMOS
252,43262530143710,3298043987,Telenor,03482027766,89410062205720916704,COSMOS
253,42262530086803,3298043661,Jazz,03265066280,8992300001589031728F,COSMOS
254,43262520050201,3298043565,Ufone,03313479081,8941003415451710911,COSMOS
255,43262520115440,3298043578,Ufone,03313479606,8941003415451710918,COSMOS
256,41262130090052,3298042842,Ufone,03346795023,89410034154622131,COSMOS
257,41262130162350,3298042644,Ufone,03346753652,89410034154610215865,COSMOS
258,43262130168554,3298042980,Ufone,03346753059,89410034154610215485,COSMOS
259,09262130097927,3298042154,Telenor,03482027411,8941006220572091667,COSMOS
260,18262130133760,3298042224,Ufone,03313482579,89410034154517110664,COSMOS
261,18262130137260,3298042146,Telenor,03482027626,8941006220572091668,COSMOS
262,18262130137620,3298042201,Telenor,03482027378,8941006220572091666,COSMOS
263,18262130140350,3298042217,Ufone,03313482587,8941003415451711067,COSMOS
264,41262130159600,3298046436,Ufone,03317371890,89410034154610194904,COSMOS
265,41262130175700,3298046805,Telenor,03481810156,89410062205720945927,COSMOS
266,41262130178450,3298042739,Telenor,03481810139,89410062205720945919,COSMOS
267,42262130127451,3298042995,Ufone,03346740676,89410034154610213563,COSMOS
268,41262130059672,3298042245,Telenor,03482027280,8941006220572091665,COSMOS
269,43262110175951,3298042551,Telenor,03491250428,89410062205720928238,COSMOS
270,19262160531200,3298042724,Ufone,03310352103,89410034154517071544,COSMOS
271,41262160510750,3298042579,Zong,03105332838,8992042403180257475F,COSMOS
272,41262160503650,3299007808,Ufone,03310335169,89410034154517103404,COSMOS
273,41262160504350,3298046929,Jazz,03265066039,8992300001589031520F,COSMOS
274,41262160505100,3298042324,Zong,03105334956,899204240318025740,COSMOS
275,41262160505350,3298042947,Jazz,03265066057,8992300001589031538F,COSMOS
276,41262160505600,3298042618,Jazz,03265066140,8992300001589031629F,COSMOS
277,41262160506601,3298042339,Jazz,03265065962,8992300001589031470F,COSMOS
278,33262160018500,3699007303,Ufone,03371423562,8941003414341211570,COSMOS
279,01262160245530,3298043043,Zong,03171710399,8992042403180435519F,COSMOS
280,01262160246040,3298043479,Zong,03171710250,8992042403180435394F,COSMOS
281,01262160247590,3298043075,Zong,03171710509,8992042403180435568F,COSMOS
282,12262160503221,3298042105,Zong,03105332756,8992042403180257608F,COSMOS
283,13262160504266,3298043820,Zong,03171710401,8992042403180435527F,COSMOS
284,15262160510773,3298043283,Zong,03171710508,8992042403180435550F,COSMOS
285,16262160511393,3298046785,Zong,03105334942,899204240318025749,COSMOS
286,16262160511592,3298042713,Zong,03105332879,8992042403180257673F,COSMOS
287,16262160511627,3298042343,Zong,03105334148,899204240318025751,COSMOS
288,07262160293610,3298043933,Zong,03171710513,8992042403180435576F,COSMOS
289,09262160308457,3298046907,Zong,03105334150,8992042403180257533F,COSMOS
290,10262160313377,3298042381,Zong,03114875097,899204240318025756,COSMOS
291,18262160361185,3298042688,Zong,03105332750,8992042403180257624F,COSMOS
292,27262160005200,3699006938,Telenor,03400929014,8941006090516765431,COSMOS
293,02262160250777,3298042870,Zong,03105333850,8992042403180257681F,COSMOS
294,02262160250980,3298043273,Zong,03171710258,8992042403180435477F,COSMOS
