Sr. No.,Reference No.,MSN,Telco,Sim No,Sim Id,PROJECT
259,30591510541600,3799207887,Jazz,03206318549,8992300001589016307F,COSMOS
260,30591510541800,3799207888,Jazz,03206318583,8992300001589016299F,COSMOS
261,30591510610511,3799207914,Jazz,03206318871,8992300001589016273F,COSMOS
262,30591510700750,3799207916,Jazz,03206318061,8992300001589016356F,COSMOS
263,30591510000700,3799207892,Jazz,03206311613,899230000158901677,COSMOS
264,30591510000701,3799207891,Jazz,03206312880,8992300001589016711F,COSMOS
265,30591510007100,3799207878,Jazz,03206313968,8992300001589016638F,COSMOS
266,30591510007111,3799207708,Jazz,03206310498,8992300001589016828F,COSMOS
267,30591510007112,3799207707,Jazz,03206313766,8992300001589016687F,COSMOS
268,30591510007113,3799207893,Jazz,03206310969,8992300001589016802F,COSMOS
269,30591510007200,3799207710,Jazz,03206313990,8992300001589016620F,COSMOS
270,30591510007300,3799207927,Jazz,03206311250,8992300001589016794F,COSMOS
271,30591510007810,3799207706,Jazz,03206316271,8992300001589016455F,COSMOS
272,30591510007900,3799207776,Jazz,03206313924,8992300001589016646F,COSMOS
273,30591510193906,3799207894,Jazz,03206313701,8992300001589016695F,COSMOS
274,30591510540103,3799207890,Jazz,03206311968,8992300001589016752F,COSMOS
275,30591510000706,3799207917,Jazz,03206317412,8992300001589016398F,COSMOS
276,24591510001827,3799207709,Jazz,03206313893,8992300001589016653F,COSMOS
277,24591520018606,3799207525,Jazz,03206310320,8992300001589016877F,COSMOS
278,24591520027925,3799207523,Jazz,03206298919,8992300001589017404F,COSMOS
279,30591520027902,3799207583,Telenor,03491820159,89410062202778962292,COSMOS
280,30591520027906,3799207472,Telenor,03491818257,89410062202778961948,COSMOS
281,30591520027907,3799207498,Telenor,03491817923,89410062202778961872,COSMOS
282,30591520027908,3799207473,Telenor,03491818627,89410062202778962060,COSMOS
283,30591520027909,3799207532,Telenor,03491820992,89410062202778962441,COSMOS
284,30591520027910,3799207501,Telenor,03491819773,89410062202778962235,COSMOS
285,30591520027911,3799207510,Telenor,03491818511,89410062202778962003,COSMOS
286,30591520027914,3799207554,Telenor,03491818559,89410062202778962029,COSMOS
287,30591520027917,3799207495,Telenor,03491818105,89410062202778961906,COSMOS
288,30591520027918,3799207478,Telenor,03491818684,89410062202778962086,COSMOS
289,30591520027919,3799207509,Telenor,03491818616,89410062202778962037,COSMOS
290,30591520027926,3799207558,Telenor,03491819948,89410062202778962268,COSMOS
291,30591520027927,3799207503,Jazz,03206315229,8992300001589016513F,COSMOS
292,30591520027929,3799207499,Telenor,03491818130,89410062202778961914,COSMOS
293,30591520027930,3799207474,Telenor,03491818404,89410062202778961963,COSMOS
294,30591520027931,3799207496,Telenor,03491818812,89410062202778962102,COSMOS
295,30591520027932,3799207504,Telenor,03491818626,89410062202778962052,COSMOS
296,30591520027934,3799207508,Telenor,03491818535,89410062202778962011,COSMOS
297,30591520027937,3799207586,Telenor,03491819443,89410062202778962169,COSMOS
298,30591520027939,3799207555,Telenor,03491819652,89410062202778962201,COSMOS
