Sr. No.,Reference No.,MSN,Telco,Sim No,Sim Id,Project 
6684,29134661312605,3798009222,Telenor,03482045662,8941006220572093411,COSMOS
6685,29134661314106,3798009622,Jazz,03265059716,158902512,COSMOS
6686,24134665700103,3799004609,Jazz,03265073645,8992300001589038046F,COSMOS
6687,29134660946005,3798015015,Jazz,03206403778,999034116366976,COSMOS
6688,29134660947511,3798009221,Telenor,03482022517,8941006220572093355,COSMOS
6689,29134660947515,3798009539,Jazz,03265059709,158902509,COSMOS
6690,29134660947517,3798013645,Jazz,03265073976,8992300001589038475F,COSMOS
6691,29134661301006,3798009540,Jazz,03265059711,158902510,COSMOS
6692,29134661315005,3798009028,Telenor,03482046971,8941006220572093427,COSMOS
6693,27134661315002,3798013643,Jazz,03265073963,8992300001589038459F,COSMOS
6694,29134661303503,3798009223,Telenor,03482045853,8941006220572093412,COSMOS
6695,24134665700300,3799004566,Jazz,03265073621,8992300001589038020F,COSMOS
6696,24134665700400,3799004608,Jazz,03265073635,8992300001589038038F,COSMOS
6697,27134660048502,3798013641,Jazz,03265074277,8992300001589038822F,COSMOS
6698,27134660124504,3798009451,Jazz,03265059680,158902501,COSMOS
6699,27134661303904,3798009454,Jazz,03265059692,158902504,COSMOS
6700,27134661303910,3798009455,Jazz,03265059693,158902505,COSMOS
6701,27134661304103,3798009027,Jazz,03265072679,8941006220572093426,COSMOS
6702,27134661304901,3798009910,Jazz,03265059748,899230000158902525,COSMOS
6703,27134661305000,3798013111,Jazz,03265058198,8992300001589020861F,COSMOS
6704,27134661305100,3798013249,Jazz,03265072512,8992300001589036818F,COSMOS
6705,27134661305200,3798013115,Jazz,03263819635,8992300001589005953F,COSMOS
6706,27134661305500,3798013112,Jazz,03265058201,8992300001589020879F,COSMOS
6707,27134661305501,3798009536,Jazz,03265059697,158902506,COSMOS
6708,27134661305600,3798013113,Jazz,03265058207,8992300001589020887F,COSMOS
6709,27134661305901,3798013114,Jazz,03265058212,8992300001589020895F,COSMOS
6710,27134661307301,3798009537,Jazz,03265059700,158902507,COSMOS
6711,29134661303601,3798009030,Telenor,03482047096,8941006220572093429,COSMOS
6712,27134630024401,3798014047,Jazz,03265074115,8992300001589038699F,COSMOS
6713,27134630026804,3798014048,Jazz,03265074129,8992300001589038707F,COSMOS
6714,29134630026500,3798009908,Jazz,03265059718,158902513,COSMOS
6715,29134630026503,3798013171,Jazz,03265058137,8992300001589020705F,COSMOS
6716,29134630028700,3798013172,Jazz,03265058138,899230000158902071,COSMOS
6717,29134630029401,3798013173,Jazz,03265058139,8992300001589020721F,COSMOS
6718,27134630011000,3798009333,Jazz,03265059724,158902516,COSMOS
6719,27134630030901,3798014049,Jazz,03206408490,8992300001589043657F,COSMOS
6720,27134630034009,3798009023,Telenor,03482045321,8941006220572093403,COSMOS
6721,29134630010706,3798009145,Telenor,03482045533,8941006220572093408,COSMOS
6722,29134630010707,3798008950,Telenor,03482045616,8941006220572093410,COSMOS
6723,29134630011300,3798013174,Jazz,03265058143,8992300001589020739F,COSMOS
6724,29134630011503,3798014858,Jazz,03206401892,8992300001589043988F,COSMOS
6725,29134630030601,3798013175,Jazz,03265058146,8992300001589020747F,COSMOS
6726,27134630010104,3798009331,Jazz,03265059719,158902514,COSMOS
6727,27134630036104,3798014046,Jazz,03265074108,8992300001589038681F,COSMOS
6728,27134630013001,3798009334,Jazz,03265059727,158902517,COSMOS
6729,27134630014500,3798014050,Jazz,03206408158,8992300001589043665F,COSMOS
6730,29134630011306,3798014857,Jazz,03206401975,8992300001589043970F,COSMOS
6731,29134630011403,3798009335,Jazz,03267059729,158902518,COSMOS
6732,29134630011407,3798009026,Telenor,03482045470,8941006220572093406,COSMOS
6733,29134630011600,3798009024,Telenor,03482045348,8941006220572093404,COSMOS
6734,29134630011701,3798009441,Jazz,03265059731,158902519,COSMOS
6735,29134630011900,3798009660,Jazz,03263812815,158900156,COSMOS
6736,29134630012703,3798009661,Jazz,03263812841,158900162,COSMOS
6737,29134630012705,3798009662,Jazz,03263812839,158900161,COSMOS
6738,29134630013617,3798009663,Jazz,03263812837,158900160,COSMOS
6739,24134630010422,3798009021,Telenor,03482045220,8941006220572093401,COSMOS
6740,24134630010423,3798009022,Telenor,03482045275,8941006220572093402,COSMOS
6741,27134630010440,3798009332,Jazz,03265059723,158902515,COSMOS
6742,27134630035609,3798013269,Zong,03105334257,8992042403180421568F,COSMOS
6743,27134635501103,3798014035,Jazz,03265074090,8992300001589038673F,COSMOS
6744,29134630012707,3798009025,Telenor,03482045373,8941006220572093405,COSMOS
6745,24134645700100,3799004357,Jazz,03265059824,8992300001589025456F,COSMOS
6746,24134645700101,3799004358,Jazz,03265059827,899230000158902546,COSMOS
6747,27134640000800,3798009932,Jazz,03263812823,158900157,COSMOS
6748,27134640003704,3798014031,Jazz,03265074019,999034116366976,COSMOS
6749,29134640000801,3798009279,Jazz,03263813100,158900177,COSMOS
6750,29134640001200,3798009418,Jazz,03263812881,158900165,COSMOS
6751,29134640001500,3798009656,Jazz,03263812754,158900154,COSMOS
6752,29134640001701,3798009657,Jazz,03263812733,158900152,COSMOS
6753,29134640002501,3798013600,Telenor,03491812785,89410062202778960734,COSMOS
6754,29134640005801,3798009417,Jazz,03263812897,158900166,COSMOS
6755,29134640006601,3798014607,Jazz,03206402342,158904391,COSMOS
6756,29134640008005,3798014608,Jazz,03206402322,8992300001589043921F,COSMOS
6757,29134640008300,3798008159,Telenor,03482780087,8941006220572091204,COSMOS
6758,29134640008401,3798008981,Jazz,03263822055,899230000518900714,COSMOS
6759,29134640008500,3798009419,Jazz,03263812872,158900164,COSMOS
6760,29134640009701,3798008982,Jazz,03263822065,518900715,COSMOS
6761,29134640011602,3798013577,Telenor,03491812844,89410062202778960759,COSMOS
6762,29134640013505,3798013257,Jazz,03265072571,8992300001589036883F,COSMOS
6763,29134640014403,3798014610,Jazz,03206402237,999034116366976,COSMOS
6764,27134640000604,3798014033,Jazz,03265074029,999034116366976,COSMOS
6765,27134640002702,3798009276,Jazz,03263812713,158900151,COSMOS
6766,27134640006700,3798014032,Jazz,03265074025,999034116366976,COSMOS
6767,29134640012300,3798009420,Jazz,03263812863,158900163,COSMOS
6768,29134640013902,3798012996,Jazz,03265058185,899230000158902083,COSMOS
6769,29134640015102,3798012997,Jazz,03265058178,899230000158902082,COSMOS
6770,29134640015109,3798009195,Jazz,03263819644,899230000158900596,COSMOS
6771,29134640015301,3798008166,Telenor,03482780179,8941006220572091206,COSMOS
6772,29134641713700,3798008075,Telenor,03481860275,8941006220572092979,COSMOS
6773,29134640009402,3798014609,Jazz,03206402273,158904393,COSMOS
6774,27134640014200,3798009664,Jazz,03263812833,158900159,COSMOS
6775,27134640014300,3798009665,Jazz,03263812831,158900158,COSMOS
6776,27134640017100,3798013578,Telenor,03491812864,89410062202778960767,COSMOS
6777,27134640018700,3798009277,Jazz,03263813093,158900176,COSMOS
6778,27134640021200,3798009416,Jazz,03263812901,158900167,COSMOS
6779,29134640001700,3798008160,Telenor,03482780140,8941006220572091205,COSMOS
6780,29134640004900,3798014606,Jazz,03206402755,158904390,COSMOS
6781,29134640017202,3798013576,Telenor,03491812841,89410062202778960742,COSMOS
6782,29134640017203,3798014821,Telenor,03477051852,89410062204710078732,COSMOS
6783,29134640018100,3798012998,Jazz,03265058190,899230000158902084,COSMOS
6784,29134640018403,3798009658,Jazz,03263812752,158900153,COSMOS
6785,29134640018600,3798008147,Telenor,03482779812,8941006220572091197,COSMOS
6786,29134640019100,3798008170,Telenor,03482780389,8941006220572091210,COSMOS
6787,29134640019102,3798008148,Telenor,03482779885,8941006220572091198,COSMOS
6788,29134640019105,3798008149,Telenor,03482779908,8941006220572091199,COSMOS
6789,29134640019200,3798008165,Telenor,03482782203,8941006220572091233,COSMOS
6790,29134640019401,3798009659,Jazz,03263812809,158900155,COSMOS
6791,29134640022400,3798009933,Jazz,03263813117,158900182,COSMOS
6792,29134641951711,3798012999,Telenor,03491263124,8941006220472036969,COSMOS
6793,29134641951715,3798014856,Telenor,03477052287,8941006220471007876,COSMOS
6794,29134640020802,3798014822,Telenor,03477051735,8941006220471007872,COSMOS
6795,29134640024200,3798008156,Telenor,03482779938,8941006220572091201,COSMOS
6796,29134640024400,3798008150,Telenor,03482779935,8941006220572091200,COSMOS
6797,29134640024502,3798014823,Telenor,03477051485,8941006220471007871,COSMOS
6798,24134645700901,3799004356,Jazz,03265059820,899230000158902544,COSMOS
6799,27134640019401,3798009278,Jazz,03263813103,158900178,COSMOS
6800,27134640024101,3798014034,Jazz,03265074031,999034116366976,COSMOS
6801,27134640024600,3798009280,Jazz,03263813109,158900179,COSMOS
6802,27134641951713,3798008146,Telenor,03482779776,8941006220572091196,COSMOS
6803,29134640027000,3798014824,Telenor,03477051959,8941006220471007874,COSMOS
6804,29134640027002,3798008169,Telenor,03482780322,8941006220572091209,COSMOS
6805,29134640027301,3798008158,Telenor,03482780019,8941006220572091203,COSMOS
6806,29134640027302,3798008157,Telenor,03482780014,8941006220572091202,COSMOS
6807,29134640027400,3798008168,Telenor,03482780241,8941006220572091208,COSMOS
6808,29134640028601,3798009934,Jazz,03263813116,158900181,COSMOS
6809,29134640028701,3798009935,Jazz,03263813114,158900180,COSMOS
6810,29134640033200,3798014825,Telenor,03477052047,8941006220471007875,COSMOS
6811,29134640034200,3798013000,Jazz,03265058193,899230000158902085,COSMOS
6812,24134655601701,3798009092,Jazz,03263822074,899230000518900720,COSMOS
6813,29134652900303,3798009617,Jazz,03265059455,899230000158902433,COSMOS
6814,29134652901203,3798009942,Jazz,03265059460,899230000158902434,COSMOS
6815,29134652901403,3798009945,Jazz,03265059464,899230000158902435,COSMOS
6816,29134652901408,3798009761,Jazz,03265059465,899230000158902436,COSMOS
6817,29134652902502,3798009866,Jazz,03265059467,899230000158902437,COSMOS
6818,29134652915102,3798013584,Jazz,03265073767,8992300001589038194F,COSMOS
6819,29134652917302,3798009094,Jazz,03263822067,899230000518900717,COSMOS
6820,29134652917902,3798013037,Jazz,03265057993,899230000158902024,COSMOS
